O*NET-SOC Code,Title,career_interest_types_ranked_OI,career_interest_types_OI_artistic_value,career_interest_types_OI_conventional_value,career_interest_types_OI_enterprising_value,career_interest_types_OI_investigative_value,career_interest_types_OI_realistic_value,career_interest_types_OI_social_value,career_interest_types_IH_first_interest_high_point_value,career_interest_types_IH_second_interest_high_point_value,career_interest_types_IH_third_interest_high_point_value
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",realistic|conventional|social|investigative|enterprising|artistic,1.0,3.66,1.25,1.37,6.96,1.86,1.0,6.0,0.0
47-3016.00,Helpers--Roofers,realistic|conventional|social|enterprising|artistic|investigative,1.0,3.61,1.41,1.0,6.95,1.96,1.0,6.0,0.0
47-4011.00,Construction and Building Inspectors,realistic|conventional|investigative|enterprising|social|artistic,1.22,5.41,2.15,4.1,6.17,1.46,1.0,6.0,2.0
47-4011.01,Energy Auditors,conventional|realistic|investigative|enterprising|social|artistic,1.0,5.93,3.34,4.17,4.53,1.89,6.0,1.0,2.0
47-4021.00,Elevator and Escalator Installers and Repairers,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.92,1.22,2.44,7.0,1.38,1.0,6.0,0.0
47-4031.00,Fence Erectors,realistic|conventional|investigative|artistic|social|enterprising,1.35,3.68,1.0,2.08,7.0,1.35,1.0,6.0,0.0
47-4041.00,Hazardous Materials Removal Workers,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.36,1.19,2.57,7.0,1.48,1.0,6.0,0.0
47-4051.00,Highway Maintenance Workers,realistic|conventional|social|investigative|enterprising|artistic,1.04,3.52,1.47,1.7,7.0,1.77,1.0,6.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,realistic|conventional|investigative|artistic|enterprising|social,1.0,4.11,1.0,1.7,7.0,1.0,1.0,6.0,0.0
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.26,1.19,2.07,7.0,1.45,1.0,6.0,0.0
47-4091.00,Segmental Pavers,realistic|conventional|artistic|investigative|social|enterprising,1.97,3.4,1.22,1.6,6.93,1.3,1.0,6.0,0.0
47-4099.03,Weatherization Installers and Technicians,realistic|conventional|investigative|social|enterprising|artistic,1.5,4.49,2.19,3.22,6.01,2.31,1.0,6.0,0.0
47-5011.00,"Derrick Operators, Oil and Gas",realistic|conventional|investigative|enterprising|social|artistic,1.0,3.64,1.64,2.54,7.0,1.01,1.0,6.0,0.0
47-5012.00,"Rotary Drill Operators, Oil and Gas",realistic|conventional|investigative|enterprising|social|artistic,1.0,3.78,2.2,3.04,7.0,1.16,1.0,6.0,0.0
47-5013.00,"Service Unit Operators, Oil and Gas",realistic|conventional|investigative|enterprising|social|artistic,1.0,4.07,1.82,2.58,7.0,1.2,1.0,6.0,0.0
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",realistic|conventional|investigative|artistic|enterprising|social,1.0,3.55,1.0,2.4,7.0,1.0,1.0,6.0,0.0
47-5023.00,"Earth Drillers, Except Oil and Gas",realistic|conventional|investigative|enterprising|social|artistic,1.14,3.67,1.7,3.65,7.0,1.22,1.0,6.0,2.0
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",realistic|conventional|investigative|enterprising|social|artistic,1.25,4.19,1.83,3.77,6.9,1.3,1.0,6.0,2.0
47-5041.00,Continuous Mining Machine Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.07,1.34,2.5,6.97,1.04,1.0,6.0,0.0
47-5043.00,"Roof Bolters, Mining",realistic|conventional|investigative|enterprising|artistic|social,1.0,3.34,1.01,2.46,7.0,1.0,1.0,6.0,0.0
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",realistic|conventional|investigative|artistic|enterprising|social,1.0,3.7,1.0,2.15,7.0,1.0,1.0,6.0,0.0
47-5051.00,"Rock Splitters, Quarry",realistic|conventional|investigative|artistic|social|enterprising,1.74,3.19,1.17,2.07,6.99,1.26,1.0,6.0,0.0
47-5071.00,"Roustabouts, Oil and Gas",realistic|conventional|investigative|artistic|enterprising|social,1.0,3.29,1.0,1.79,7.0,1.0,1.0,6.0,0.0
47-5081.00,Helpers--Extraction Workers,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.69,1.58,2.14,7.0,1.79,1.0,6.0,0.0
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",enterprising|conventional|realistic|social|investigative|artistic,1.01,4.75,5.99,1.73,4.13,3.56,5.0,6.0,1.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",realistic|conventional|investigative|enterprising|social|artistic,1.0,5.5,1.79,2.65,5.83,1.75,1.0,6.0,0.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",realistic|conventional|investigative|social|enterprising|artistic,1.05,4.53,1.36,3.48,6.73,1.37,1.0,6.0,2.0
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",realistic|conventional|investigative|social|enterprising|artistic,1.0,4.83,1.6,2.42,6.43,1.81,1.0,6.0,0.0
49-2091.00,Avionics Technicians,realistic|conventional|investigative|social|artistic|enterprising,1.16,4.41,1.06,4.31,7.0,1.38,1.0,6.0,2.0
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",realistic|conventional|investigative|social|enterprising|artistic,1.0,4.25,1.01,2.73,7.0,1.19,1.0,6.0,0.0
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",realistic|conventional|investigative|social|enterprising|artistic,1.0,4.83,1.02,3.38,7.0,1.15,1.0,6.0,2.0
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",realistic|conventional|investigative|enterprising|artistic|social,1.0,5.27,1.44,3.84,7.0,1.0,1.0,6.0,2.0
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",realistic|conventional|investigative|enterprising|social|artistic,1.0,5.27,1.3,3.52,7.0,1.07,1.0,6.0,2.0
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",realistic|conventional|investigative|social|artistic|enterprising,1.0,4.33,1.0,3.44,7.0,1.3,1.0,6.0,2.0
49-2097.00,Audiovisual Equipment Installers and Repairers,realistic|conventional|investigative|artistic|social|enterprising,1.66,4.61,1.12,2.62,6.85,1.64,1.0,6.0,0.0
49-2098.00,Security and Fire Alarm Systems Installers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.94,1.58,3.35,6.67,1.37,1.0,6.0,2.0
49-3011.00,Aircraft Mechanics and Service Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.7,1.84,3.81,6.7,1.31,1.0,6.0,2.0
49-3021.00,Automotive Body and Related Repairers,realistic|conventional|investigative|enterprising|artistic|social,1.43,3.34,1.45,1.6,7.0,1.06,1.0,6.0,0.0
49-3022.00,Automotive Glass Installers and Repairers,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.7,1.39,2.24,7.0,1.28,1.0,6.0,0.0
49-3023.00,Automotive Service Technicians and Mechanics,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.31,1.6,3.58,7.0,1.45,1.0,6.0,2.0
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.73,1.29,3.27,7.0,1.54,1.0,6.0,2.0
49-3041.00,Farm Equipment Mechanics and Service Technicians,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.3,1.08,3.02,7.0,1.3,1.0,6.0,2.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",realistic|conventional|investigative|artistic|enterprising|social,1.0,4.35,1.0,3.54,7.0,1.0,1.0,6.0,2.0
49-3043.00,Rail Car Repairers,realistic|conventional|investigative|social|artistic|enterprising,1.21,3.87,1.16,2.77,7.0,1.48,1.0,6.0,0.0
49-3051.00,Motorboat Mechanics and Service Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.88,1.61,2.86,7.0,1.01,1.0,6.0,0.0
49-3052.00,Motorcycle Mechanics,realistic|conventional|investigative|social|artistic|enterprising,1.23,3.64,1.0,3.12,7.0,1.44,1.0,6.0,2.0
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.97,1.26,2.48,7.0,1.2,1.0,6.0,0.0
49-3091.00,Bicycle Repairers,realistic|conventional|investigative|social|enterprising|artistic,1.17,3.34,1.49,1.82,7.0,1.62,1.0,6.0,0.0
49-3092.00,Recreational Vehicle Service Technicians,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.12,1.24,2.61,7.0,1.57,1.0,6.0,0.0
49-3093.00,Tire Repairers and Changers,realistic|conventional|investigative|social|enterprising|artistic,1.0,3.41,1.58,1.8,7.0,1.79,1.0,6.0,0.0
49-9011.00,Mechanical Door Repairers,realistic|conventional|investigative|social|artistic|enterprising,1.0,3.96,1.0,1.78,6.87,1.46,1.0,6.0,0.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",realistic|conventional|investigative|social|artistic|enterprising,1.0,4.51,1.0,2.85,7.0,1.2,1.0,6.0,0.0
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",realistic|conventional|investigative|social|enterprising|artistic,1.04,4.29,1.2,2.82,6.96,1.47,1.0,6.0,0.0
49-9031.00,Home Appliance Repairers,realistic|conventional|investigative|social|enterprising|artistic,1.16,4.84,1.36,2.33,7.0,1.63,1.0,6.0,0.0
49-9041.00,Industrial Machinery Mechanics,realistic|conventional|investigative|enterprising|artistic|social,1.01,4.33,1.17,3.01,7.0,1.0,1.0,6.0,2.0
49-9043.00,"Maintenance Workers, Machinery",realistic|conventional|investigative|enterprising|artistic|social,1.0,4.25,1.2,2.04,7.0,1.0,1.0,6.0,0.0
49-9044.00,Millwrights,realistic|conventional|investigative|artistic|enterprising|social,1.59,3.63,1.09,2.68,7.0,1.0,1.0,6.0,0.0
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",realistic|conventional|investigative|artistic|social|enterprising,1.31,3.55,1.0,2.2,7.0,1.02,1.0,6.0,0.0
49-9051.00,Electrical Power-Line Installers and Repairers,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.8,1.78,2.66,7.0,1.28,1.0,6.0,0.0
49-9052.00,Telecommunications Line Installers and Repairers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.17,2.01,2.49,6.48,1.58,1.0,6.0,0.0
49-9061.00,Camera and Photographic Equipment Repairers,realistic|conventional|investigative|artistic|social|enterprising,1.93,4.83,1.0,2.66,6.93,1.19,1.0,6.0,0.0
49-9062.00,Medical Equipment Repairers,realistic|conventional|investigative|social|artistic|enterprising,1.0,4.8,1.0,4.59,7.0,1.96,1.0,6.0,2.0
49-9063.00,Musical Instrument Repairers and Tuners,realistic|conventional|artistic|investigative|social|enterprising,3.46,3.54,1.0,2.64,6.39,1.58,1.0,6.0,3.0
49-9064.00,Watch and Clock Repairers,realistic|conventional|investigative|social|artistic|enterprising,1.34,4.44,1.13,1.98,6.54,1.41,1.0,6.0,0.0
49-9071.00,"Maintenance and Repair Workers, General",realistic|conventional|investigative|social|enterprising|artistic,1.2,4.17,1.53,2.53,7.0,1.75,1.0,6.0,0.0
49-9081.00,Wind Turbine Service Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.29,1.77,3.6,7.0,1.62,1.0,6.0,2.0
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",realistic|conventional|enterprising|investigative|social|artistic,1.0,5.7,1.89,1.81,6.08,1.22,1.0,6.0,0.0
49-9092.00,Commercial Divers,realistic|investigative|conventional|enterprising|artistic|social,1.35,3.1,1.66,3.6,7.0,1.1,1.0,2.0,6.0
49-9094.00,Locksmiths and Safe Repairers,realistic|conventional|investigative|social|enterprising|artistic,1.0,5.0,1.42,2.11,6.09,1.57,1.0,6.0,0.0
49-9095.00,Manufactured Building and Mobile Home Installers,realistic|conventional|investigative|social|artistic|enterprising,1.52,3.9,1.17,1.9,6.83,1.71,1.0,6.0,0.0
49-9096.00,Riggers,realistic|conventional|investigative|enterprising|artistic|social,1.41,3.64,1.95,2.37,7.0,1.02,1.0,6.0,0.0
49-9097.00,Signal and Track Switch Repairers,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.46,1.01,2.64,6.49,1.19,1.0,6.0,0.0
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",realistic|conventional|investigative|social|enterprising|artistic,1.1,4.04,1.63,1.97,6.99,1.82,1.0,6.0,0.0
49-9099.01,Geothermal Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.99,1.78,3.44,6.38,1.68,1.0,6.0,2.0
51-1011.00,First-Line Supervisors of Production and Operating Workers,enterprising|conventional|realistic|social|investigative|artistic,1.0,5.05,6.3,1.58,4.3,2.87,5.0,6.0,1.0
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",realistic|conventional|investigative|artistic|enterprising|social,1.74,3.82,1.37,2.66,7.0,1.0,1.0,6.0,0.0
51-2021.00,"Coil Winders, Tapers, and Finishers",realistic|conventional|investigative|enterprising|social|artistic,1.0,4.17,1.4,2.28,6.54,1.12,1.0,6.0,0.0
51-2022.00,Electrical and Electronic Equipment Assemblers,realistic|conventional|investigative|artistic|social|enterprising,1.7,3.96,1.0,3.26,7.0,1.21,1.0,6.0,2.0
51-2023.00,Electromechanical Equipment Assemblers,realistic|conventional|investigative|artistic|social|enterprising,1.41,4.98,1.0,3.35,7.0,1.06,1.0,6.0,2.0
51-2031.00,Engine and Other Machine Assemblers,realistic|conventional|investigative|artistic|enterprising|social,1.23,4.39,1.07,2.69,7.0,1.0,1.0,6.0,0.0
51-2041.00,Structural Metal Fabricators and Fitters,realistic|conventional|investigative|artistic|enterprising|social,1.73,3.91,1.12,2.6,7.0,1.0,1.0,6.0,0.0
51-2051.00,Fiberglass Laminators and Fabricators,realistic|conventional|artistic|investigative|enterprising|social,2.22,3.49,1.16,2.02,6.74,1.0,1.0,6.0,0.0
51-2061.00,Timing Device Assemblers and Adjusters,realistic|conventional|investigative|artistic|enterprising|social,1.19,4.61,1.14,2.12,6.74,1.0,1.0,6.0,0.0
51-2092.00,Team Assemblers,realistic|conventional|enterprising|social|artistic|investigative,1.6,4.58,3.93,1.43,5.37,2.42,1.0,6.0,5.0
51-3011.00,Bakers,realistic|conventional|artistic|enterprising|social|investigative,2.39,4.2,2.1,1.66,6.29,1.73,1.0,6.0,0.0
51-3021.00,Butchers and Meat Cutters,realistic|conventional|enterprising|social|artistic|investigative,1.78,3.92,2.78,1.41,6.26,1.89,1.0,6.0,0.0
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",realistic|conventional|investigative|enterprising|social|artistic,1.0,3.92,1.42,1.77,7.0,1.37,1.0,6.0,0.0
51-3023.00,Slaughterers and Meat Packers,realistic|conventional|investigative|enterprising|social|artistic,1.31,3.53,2.12,2.24,6.62,1.67,1.0,6.0,0.0
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",realistic|conventional|enterprising|investigative|social|artistic,1.11,4.16,1.83,1.6,6.86,1.26,1.0,6.0,0.0
51-3092.00,Food Batchmakers,realistic|conventional|enterprising|investigative|artistic|social,1.91,4.65,2.62,2.11,6.09,1.5,1.0,6.0,0.0
51-3093.00,Food Cooking Machine Operators and Tenders,realistic|conventional|investigative|enterprising|social|artistic,1.15,4.67,1.68,1.98,6.82,1.34,1.0,6.0,0.0
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|social|enterprising,1.43,4.31,1.0,2.23,6.7,1.08,1.0,6.0,0.0
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|enterprising|artistic|social,1.03,4.39,1.19,2.62,6.74,1.0,1.0,6.0,0.0
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|social|enterprising,1.01,3.96,1.0,1.67,6.76,1.01,1.0,6.0,0.0
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.06,4.3,1.0,2.22,6.86,1.0,1.0,6.0,0.0
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.0,4.27,1.0,2.75,7.0,1.0,1.0,6.0,0.0
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.18,3.91,1.0,2.14,7.0,1.0,1.0,6.0,0.0
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.0,4.34,1.0,2.12,7.0,1.0,1.0,6.0,0.0
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.19,4.38,1.0,2.41,7.0,1.0,1.0,6.0,0.0
51-4041.00,Machinists,realistic|conventional|investigative|artistic|enterprising|social,1.95,4.4,1.21,3.7,7.0,1.16,1.0,6.0,2.0
51-4051.00,Metal-Refining Furnace Operators and Tenders,realistic|conventional|investigative|artistic|social|enterprising,1.05,3.97,1.0,2.75,6.88,1.01,1.0,6.0,0.0
51-4052.00,"Pourers and Casters, Metal",realistic|conventional|investigative|artistic|social|enterprising,1.14,3.76,1.0,2.45,7.0,1.05,1.0,6.0,0.0
51-4061.00,"Model Makers, Metal and Plastic",realistic|conventional|investigative|artistic|social|enterprising,2.66,4.03,1.0,2.91,6.86,1.05,1.0,6.0,0.0
51-4062.00,"Patternmakers, Metal and Plastic",realistic|conventional|artistic|investigative|enterprising|social,3.37,4.21,1.0,1.73,6.21,1.0,1.0,6.0,3.0
51-4071.00,Foundry Mold and Coremakers,realistic|conventional|investigative|artistic|social|enterprising,2.14,3.5,1.0,2.27,6.82,1.05,1.0,6.0,0.0
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.35,4.28,1.08,2.28,6.97,1.08,1.0,6.0,0.0
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|social|artistic|enterprising,1.0,4.59,1.0,2.27,7.0,1.08,1.0,6.0,0.0
51-4111.00,Tool and Die Makers,realistic|conventional|investigative|artistic|enterprising|social,1.9,4.19,1.0,2.98,6.94,1.0,1.0,6.0,0.0
51-4121.00,"Welders, Cutters, Solderers, and Brazers",realistic|conventional|investigative|enterprising|artistic|social,1.4,3.65,1.53,2.08,7.0,1.08,1.0,6.0,0.0
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",realistic|conventional|investigative|enterprising|artistic|social,1.29,3.9,1.5,2.02,7.0,1.13,1.0,6.0,0.0
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|social|artistic|enterprising,1.0,4.07,1.0,2.2,6.82,1.57,1.0,6.0,0.0
51-4192.00,"Layout Workers, Metal and Plastic",realistic|conventional|artistic|investigative|social|enterprising,2.88,3.89,1.0,2.83,6.48,1.02,1.0,6.0,0.0
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",realistic|conventional|investigative|artistic|enterprising|social,1.41,4.1,1.0,2.23,7.0,1.0,1.0,6.0,0.0
51-4194.00,"Tool Grinders, Filers, and Sharpeners",realistic|conventional|investigative|artistic|enterprising|social,1.25,4.15,1.0,2.02,7.0,1.0,1.0,6.0,0.0
51-5111.00,Prepress Technicians and Workers,conventional|realistic|artistic|investigative|social|enterprising,3.1,5.76,1.35,1.96,5.01,1.65,6.0,1.0,0.0
51-5112.00,Printing Press Operators,conventional|realistic|enterprising|artistic|social|investigative,1.74,5.43,1.77,1.18,4.8,1.71,6.0,1.0,0.0
51-5113.00,Print Binding and Finishing Workers,conventional|realistic|artistic|social|enterprising|investigative,2.05,5.49,1.23,1.2,5.44,1.47,6.0,1.0,0.0
51-6011.00,Laundry and Dry-Cleaning Workers,realistic|conventional|enterprising|social|artistic|investigative,1.18,4.26,1.54,1.0,6.38,1.36,1.0,6.0,0.0
51-6021.00,"Pressers, Textile, Garment, and Related Materials",realistic|conventional|artistic|investigative|social|enterprising,2.31,3.5,1.0,1.46,6.38,1.15,1.0,6.0,0.0
51-6031.00,Sewing Machine Operators,realistic|conventional|artistic|investigative|social|enterprising,1.75,3.97,1.15,1.37,6.78,1.16,1.0,6.0,0.0
51-6041.00,Shoe and Leather Workers and Repairers,realistic|conventional|artistic|investigative|enterprising|social,3.13,3.19,1.53,1.63,6.94,1.32,1.0,6.0,3.0
51-6042.00,Shoe Machine Operators and Tenders,realistic|conventional|investigative|artistic|enterprising|social,1.67,3.88,1.54,1.77,6.71,1.3,1.0,6.0,0.0
51-6051.00,"Sewers, Hand",realistic|conventional|artistic|social|enterprising|investigative,2.39,3.25,1.15,1.0,6.48,1.56,1.0,6.0,0.0
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",realistic|artistic|conventional|enterprising|social|investigative,3.96,3.13,2.44,1.16,5.88,1.99,1.0,3.0,0.0
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,realistic|conventional|investigative|artistic|social|enterprising,1.27,4.18,1.21,2.07,6.77,1.27,1.0,6.0,0.0
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",realistic|conventional|enterprising|investigative|artistic|social,1.51,4.49,1.56,1.55,6.36,1.22,1.0,6.0,0.0
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",realistic|conventional|investigative|artistic|enterprising|social,1.56,4.28,1.36,1.81,6.95,1.02,1.0,6.0,0.0
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",realistic|conventional|enterprising|investigative|artistic|social,1.33,4.32,1.53,1.48,6.5,1.0,1.0,6.0,0.0
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",realistic|conventional|investigative|enterprising|artistic|social,1.27,4.05,1.41,2.21,6.5,1.22,1.0,6.0,0.0
51-6092.00,Fabric and Apparel Patternmakers,realistic|artistic|conventional|enterprising|investigative|social,5.4,4.17,1.45,1.34,5.65,1.31,1.0,3.0,6.0
51-6093.00,Upholsterers,realistic|artistic|conventional|investigative|social|enterprising,2.92,2.92,1.0,1.84,6.81,1.38,1.0,3.0,6.0
51-7011.00,Cabinetmakers and Bench Carpenters,realistic|conventional|artistic|investigative|enterprising|social,2.5,3.38,1.23,2.05,7.0,1.11,1.0,6.0,0.0
51-7021.00,Furniture Finishers,realistic|artistic|conventional|investigative|social|enterprising,2.93,2.87,1.0,1.45,7.0,1.25,1.0,3.0,6.0
51-7031.00,"Model Makers, Wood",realistic|conventional|artistic|investigative|enterprising|social,3.79,3.99,1.59,2.57,7.0,1.38,1.0,6.0,3.0
51-7032.00,"Patternmakers, Wood",realistic|artistic|conventional|investigative|social|enterprising,4.06,4.04,1.26,2.06,6.58,1.29,1.0,3.0,6.0
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",realistic|conventional|investigative|social|artistic|enterprising,1.0,3.87,1.0,2.36,7.0,1.16,1.0,6.0,0.0
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",realistic|conventional|investigative|social|artistic|enterprising,1.13,4.14,1.02,2.38,7.0,1.2,1.0,6.0,0.0
51-8011.00,Nuclear Power Reactor Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.14,2.6,3.12,5.4,2.07,1.0,6.0,0.0
51-8012.00,Power Distributors and Dispatchers,realistic|conventional|enterprising|investigative|social|artistic,1.0,5.11,3.09,2.43,5.2,1.98,1.0,6.0,0.0
51-8013.00,Power Plant Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.11,1.94,2.84,6.84,1.25,1.0,6.0,0.0
51-8013.03,Biomass Plant Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.82,1.75,3.12,6.97,1.22,1.0,6.0,0.0
51-8013.04,Hydroelectric Plant Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.68,1.77,3.28,7.0,1.21,1.0,6.0,2.0
51-8021.00,Stationary Engineers and Boiler Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.4,1.22,3.16,7.0,1.1,1.0,6.0,2.0
51-8031.00,Water and Wastewater Treatment Plant and System Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.6,1.62,2.55,6.75,1.57,1.0,6.0,0.0
51-8091.00,Chemical Plant and System Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.16,1.6,3.18,6.22,1.22,1.0,6.0,2.0
51-8092.00,Gas Plant Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.19,2.28,2.58,6.65,1.46,1.0,6.0,0.0
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",realistic|conventional|investigative|enterprising|social|artistic,1.0,5.06,2.24,2.44,6.17,1.33,1.0,6.0,0.0
51-8099.01,Biofuels Processing Technicians,realistic|conventional|investigative|enterprising|artistic|social,1.0,5.33,2.13,3.28,5.87,1.0,1.0,6.0,2.0
51-9011.00,Chemical Equipment Operators and Tenders,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.56,1.27,3.16,6.57,1.12,1.0,6.0,2.0
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",realistic|conventional|investigative|social|enterprising|artistic,1.0,4.47,1.09,2.29,6.27,1.1,1.0,6.0,0.0
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",realistic|conventional|investigative|enterprising|artistic|social,1.0,4.59,1.41,2.12,6.84,1.0,1.0,6.0,0.0
51-9022.00,"Grinding and Polishing Workers, Hand",realistic|conventional|artistic|investigative|social|enterprising,2.0,3.25,1.0,1.51,7.0,1.07,1.0,6.0,0.0
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",realistic|conventional|investigative|enterprising|artistic|social,1.13,4.24,1.16,1.94,6.56,1.09,1.0,6.0,0.0
51-9031.00,"Cutters and Trimmers, Hand",realistic|conventional|artistic|investigative|social|enterprising,2.2,3.75,1.0,1.22,6.24,1.13,1.0,6.0,0.0
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",realistic|conventional|investigative|enterprising|artistic|social,1.02,4.45,1.2,1.61,6.71,1.0,1.0,6.0,0.0
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",realistic|conventional|investigative|artistic|enterprising|social,1.28,4.3,1.25,2.23,6.54,1.04,1.0,6.0,0.0
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",realistic|conventional|investigative|social|enterprising|artistic,1.0,4.38,1.21,2.08,6.83,1.29,1.0,6.0,0.0
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",realistic|conventional|investigative|enterprising|artistic|social,1.0,5.36,1.38,3.42,5.73,1.0,1.0,6.0,2.0
51-9071.00,Jewelers and Precious Stone and Metal Workers,realistic|artistic|conventional|investigative|enterprising|social,3.7,3.35,1.51,2.6,6.59,1.03,1.0,3.0,6.0
51-9071.06,Gem and Diamond Workers,realistic|conventional|investigative|artistic|enterprising|social,2.88,4.11,2.14,3.09,5.46,1.15,1.0,6.0,0.0
51-9081.00,Dental Laboratory Technicians,realistic|investigative|conventional|social|artistic|enterprising,1.52,4.12,1.0,4.46,6.61,2.67,1.0,2.0,6.0
